KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K13590,dgcB | diguanylate cyclase
K13598,"ntrY | two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY"
K13599,"ntrX | two-component system, NtrC family, nitrogen regulation response regulator NtrX"
K13607,fldA | cinnamoyl-CoA:phenyllactate CoA-transferase
K13611,pksJ | polyketide synthase PksJ
K13612,pksL | polyketide synthase PksL
K13613,pksM | polyketide synthase PksM
K13614,pksN | polyketide synthase PksN
K13620,wcaD | putative colanic acid polymerase
K13622,btaA | S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
K13623,btaB | S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K13626,fliW | flagellar assembly factor FliW
K13628,iscA | iron-sulfur cluster assembly protein
K13629,dsdX | D-serine transporter
K13630,marB | multiple antibiotic resistance protein MarB
K13631,"soxS | AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13632,"marA | AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13634,"cysB | LysR family transcriptional regulator, cys regulon transcriptional activator"
K13635,"cbl | LysR family transcriptional regulator, cys regulon transcriptional activator"
K13636,"dsdC | LysR family transcriptional regulator, D-serine deaminase activator"
K13637,"uxuR | GntR family transcriptional regulator, uxu operon transcriptional repressor"
K13638,"zntR | MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA"
K13639,"soxR | MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
K13640,"hspR | MerR family transcriptional regulator, heat shock protein HspR"
K13641,"iclR | IclR family transcriptional regulator, acetate operon repressor"
K13643,"iscR | Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
K13650,mcbA | MqsR-controlled colanic acid and biofilm protein A
K13651,mqsR | motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
K13652,K13652 | AraC family transcriptional regulator
K13653,K13653 | AraC family transcriptional regulator
K13654,"mcbR | GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"
K13655,mqsA | HTH-type transcriptional regulator / antitoxin MqsA
K13663,gumF | acyltransferase
K13668,pimB | phosphatidyl-myo-inositol dimannoside synthase
K13671,"K13671 | alpha-1,2-mannosyltransferase"
K13677,"dgs, bgsA | 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase"
K13678,"cpoA | 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase"
K13682,"BMT, WRY | beta-1,2-mannosyltransferase"
K13683,wcaE | putative colanic acid biosynthesis glycosyltransferase
K13684,wcaC | putative colanic acid biosynthesis glycosyltransferase
K13686,aftA | galactan 5-O-arabinofuranosyltransferase
K13687,aftB | arabinofuranosyltransferase
K13688,"chvB, cgs, ndvB | cyclic beta-1,2-glucan synthetase"
K13693,gpgS | glucosyl-3-phosphoglycerate synthase
K13694,"mepS, spr | murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]"
K13695,nlpC | probable lipoprotein NlpC
K13714,atl | bifunctional autolysin [EC:3.5.1.28 3.2.1.96]
K13717,OTUD3 | OTU domain-containing protein 3
K13721,APE2 | aminopeptidase 2
K13727,pdc | phenolic acid decarboxylase
K13730,inlA | internalin A
K13734,sfb1 | fibronectin-binding protein 1
K13735,yeeJ | adhesin/invasin
K13745,"ddc | L-2,4-diaminobutyrate decarboxylase"
K13747,nspC | carboxynorspermidine decarboxylase
K13765,RGS9 | regulator of G-protein signaling 9
K13766,liuC | methylglutaconyl-CoA hydratase
K13767,fadB | enoyl-CoA hydratase
K13771,"nsrR | Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor"
K13775,atuG | citronellol/citronellal dehydrogenase
K13776,atuH | citronellyl-CoA synthetase
K13787,"idsA | geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
K13788,pta | phosphate acetyltransferase
K13789,"GGPS | geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
K13794,"tcuR | LysR family transcriptional regulator, regulatory protein for tcuABC"
K13795,"citB, tcuB | citrate/tricarballylate utilization protein"
K13796,"cobZ, tcuA | tricarballylate dehydrogenase"
K13797,rpoBC | DNA-directed RNA polymerase subunit beta-beta'
K13798,"K13798, rpoB | DNA-directed RNA polymerase subunit B"
K13812,fae-hps | bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
K13815,"rpfG | two-component system, response regulator RpfG"
K13816,rpfF | DSF synthase
K13818,mobAB | molybdopterin-guanine dinucleotide biosynthesis protein
K13819,K13819 | NifU-like protein
K13820,fliR-flhB | flagellar biosynthetic protein FliR/FlhB
K13821,"putA | RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
K13829,aroKB | shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K13830,ARO1 | pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
K13831,hps-phi | 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
K13832,"aroDE, DHQ-SDH | 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]"
K13853,"aroG, aroA | 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]"
K13875,"K13875, araC | L-arabonate dehydrase"
K13876,araD | 2-keto-3-deoxy-L-arabinonate dehydratase
K13877,"aldH | 2,5-dioxopentanoate dehydrogenase"
K13888,"macA | membrane fusion protein, macrolide-specific efflux system"
K13889,gsiB | glutathione transport system substrate-binding protein
K13890,gsiC | glutathione transport system permease protein
K13891,gsiD | glutathione transport system permease protein
K13892,gsiA | glutathione transport system ATP-binding protein
K13893,yejA | microcin C transport system substrate-binding protein
K13894,yejB | microcin C transport system permease protein
K13895,yejE | microcin C transport system permease protein
K13896,yejF | microcin C transport system ATP-binding protein
K13918,gudX | glucarate dehydratase-related protein
K13919,pduD | propanediol dehydratase medium subunit
K13920,pduE | propanediol dehydratase small subunit
K13921,pduQ | 1-propanol dehydrogenase
K13922,pduP | propionaldehyde dehydrogenase
K13923,pduL | phosphate propanoyltransferase
K13924,"cheBR | two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
K13926,rbbA | ribosome-dependent ATPase
K13927,citXG | holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
K13928,"mdcR | LysR family transcriptional regulator, malonate utilization transcriptional regulator"
K13929,mdcA | malonate decarboxylase alpha subunit
K13930,mdcB | triphosphoribosyl-dephospho-CoA synthase
K13931,mdcC | malonate decarboxylase delta subunit
K13932,mdcD | malonate decarboxylase beta subunit
K13933,mdcE | malonate decarboxylase gamma subunit
K13934,mdcG | phosphoribosyl-dephospho-CoA transferase
K13935,mdcH | malonate decarboxylase epsilon subunit
K13936,mdcF | malonate transporter
K13938,folM | dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
K13939,FOL1 | dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]
K13940,sulD | dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]
K13941,folKP | 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]
K13942,"hmd | 5,10-methenyltetrahydromethanopterin hydrogenase"
K13950,pabAB | para-aminobenzoate synthetase
K13951,ADH1_7 | alcohol dehydrogenase 1/7
K13953,"adhP | alcohol dehydrogenase, propanol-preferring"
K13954,yiaY | alcohol dehydrogenase
K13958,KLHL36 | kelch-like protein 36
K13959,KLHL38 | kelch-like protein 38
K13963,SERPINB | serpin B
K13966,SERPINB11_12 | serpin B11/12
K13979,yahK | uncharacterized zinc-type alcohol dehydrogenase-like protein
K13989,DERL2_3 | Derlin-2/3
K13990,FTCD | glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K13993,HSP20 | HSP20 family protein
K14002,SCJ1 | DnaJ-related protein SCJ1
K14003,"PREB, SEC12 | prolactin regulatory element-binding protein"
K14004,SEC13 | protein transport protein SEC13
K14005,SEC31 | protein transport protein SEC31
K14006,SEC23 | protein transport protein SEC23
K14007,SEC24 | protein transport protein SEC24
K14013,"UBX2, SEL1 | UBX domain-containing protein 2"
K14015,"NPLOC4, NPL4 | nuclear protein localization protein 4 homolog"
K14018,"PLAA, DOA1, UFD3 | phospholipase A-2-activating protein"
K14048,ureAB | urease subunit gamma/beta
K14050,RABGGTA | geranylgeranyl transferase type-2 subunit alpha
K14051,gmr | c-di-GMP phosphodiesterase Gmr
K14052,puuP | putrescine importer
K14053,ompG | outer membrane protein G
K14054,mpaA | protein MpaA
K14055,uspE | universal stress protein E
K14056,"puuR | HTH-type transcriptional regulator, repressor for puuD"
K14057,"abgR | LysR family transcriptional regulator, regulator of abg operon"
K14058,ttcA | tRNA 2-thiocytidine biosynthesis protein TtcA
K14059,int | integrase
K14060,pinR | putative DNA-invertase from lambdoid prophage Rac
K14061,uspF | universal stress protein F
K14062,ompN | outer membrane protein N
K14063,"feaR | AraC family transcriptional regulator, positive regulator of tynA and feaB"
K14064,uspC | universal stress protein C
K14065,uspD | universal stress protein D
K14080,mtaA | [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase
K14081,mtaC | methanol corrinoid protein
K14082,mtbA | [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase
K14083,mttB | trimethylamine---corrinoid protein Co-methyltransferase
K14084,mttC | trimethylamine corrinoid protein
K14086,echA | ech hydrogenase subunit A
K14087,echB | ech hydrogenase subunit B
K14088,echC | ech hydrogenase subunit C
K14089,echD | ech hydrogenase subunit D
K14090,echE | ech hydrogenase subunit E
K14091,echF | ech hydrogenase subunit F
K14092,ehaA | energy-converting hydrogenase A subunit A
K14093,ehaB | energy-converting hydrogenase A subunit B
K14094,ehaC | energy-converting hydrogenase A subunit C
K14095,ehaD | energy-converting hydrogenase A subunit D
K14096,ehaE | energy-converting hydrogenase A subunit E
K14097,ehaF | energy-converting hydrogenase A subunit F
K14098,ehaG | energy-converting hydrogenase A subunit G
K14099,ehaH | energy-converting hydrogenase A subunit H
K14100,ehaI | energy-converting hydrogenase A subunit I
K14101,ehaJ | energy-converting hydrogenase A subunit J
K14102,ehaK | energy-converting hydrogenase A subunit K
K14103,ehaL | energy-converting hydrogenase A subunit L
K14104,ehaM | energy-converting hydrogenase A subunit M
K14105,ehaN | energy-converting hydrogenase A subunit N
K14106,ehaO | energy-converting hydrogenase A subunit O
K14107,ehaP | energy-converting hydrogenase A subunit P
K14108,ehaQ | energy-converting hydrogenase A subunit Q
K14109,ehaR | energy-converting hydrogenase A subunit R
K14110,ehbA | energy-converting hydrogenase B subunit A
K14111,ehbB | energy-converting hydrogenase B subunit B
K14112,ehbC | energy-converting hydrogenase B subunit C
K14113,ehbD | energy-converting hydrogenase B subunit D
K14114,ehbE | energy-converting hydrogenase B subunit E
K14115,ehbF | energy-converting hydrogenase B subunit F
K14116,ehbG | energy-converting hydrogenase B subunit G
K14117,ehbH | energy-converting hydrogenase B subunit H
K14118,ehbI | energy-converting hydrogenase B subunit I
K14119,ehbJ | energy-converting hydrogenase B subunit J
K14120,ehbK | energy-converting hydrogenase B subunit K
K14121,ehbL | energy-converting hydrogenase B subunit L
K14122,ehbM | energy-converting hydrogenase B subunit M
K14123,ehbN | energy-converting hydrogenase B subunit N
K14124,ehbO | energy-converting hydrogenase B subunit O
K14125,ehbP | energy-converting hydrogenase B subunit P
K14126,"mvhA, vhuA, vhcA | F420-non-reducing hydrogenase large subunit"
K14127,"mvhD, vhuD, vhcD | F420-non-reducing hydrogenase iron-sulfur subunit"
K14128,"mvhG, vhuG, vhcG | F420-non-reducing hydrogenase small subunit"
K14136,K14136 | decaprenyl-phosphate phosphoribosyltransferase
K14138,acsB | acetyl-CoA synthase
K14152,HIS4 | phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
K14153,thiDE | hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
K14154,THI6 | thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]
K14155,"patB, malY | cystathione beta-lyase"
K14159,rnhA-dnaQ | ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]
K14160,imuA | protein ImuA
K14161,imuB | protein ImuB
K14162,dnaE2 | error-prone DNA polymerase
K14164,glyQS | glycyl-tRNA synthetase
K14166,ycnJ | copper transport protein
K14170,pheA | chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]
K14171,AHP1 | alkyl hydroperoxide reductase 1
K14187,tyrA | chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]
K14188,dltC | D-alanine--poly(phosphoribitol) ligase subunit 2
K14194,sdrC_D_E | serine-aspartate repeat-containing protein C/D/E
K14201,clfA | clumping factor A
K14205,"mprF, fmtC | phosphatidylglycerol lysyltransferase"
K14209,"SLC36A, PAT | solute carrier family 36 (proton-coupled amino acid transporter)"
K14213,PEPD | Xaa-Pro dipeptidase
K14260,alaA | alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K14261,alaC | alanine-synthesizing transaminase
K14267,dapC | N-succinyldiaminopimelate aminotransferase
K14274,xylC | xylonolactonase
K14284,"NXF, TAP, MEX67 | nuclear RNA export factor"
K14287,ybdL | methionine transaminase
K14288,XPOT | exportin-T
K14290,"XPO1, CRM1 | exportin-1"
K14293,"KPNB1, IPO1 | importin subunit beta-1"
K14298,"RAE1, GLE2 | mRNA export factor"
K14299,SEH1 | nucleoporin SEH1
K14310,"NUP205, NUP192 | nuclear pore complex protein Nup205"
K14311,NUP188 | nuclear pore complex protein Nup188
K14312,"NUP155, NUP170, NUP157 | nuclear pore complex protein Nup155"
K14315,"NDC1, TMEM48 | nucleoporin NDC1"
K14318,NUP88 | nuclear pore complex protein Nup88
K14319,RANGAP1 | Ran GTPase-activating protein 1
K14326,"UPF1, RENT1 | regulator of nonsense transcripts 1"
K14327,"UPF2, RENT2 | regulator of nonsense transcripts 2"
K14335,"pimC | alpha-1,6-mannosyltransferase"
K14337,"mptA | alpha-1,6-mannosyltransferase"
K14338,"cypD_E, CYP102A2_3 | cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]"
K14339,"mptB | alpha-1,6-mannosyltransferase"
K14340,K14340 | mannosyltransferase
K14347,"SLC10A7, P7 | solute carrier family 10 (sodium/bile acid cotransporter), member 7"
K14348,"lldR | GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator"
K14350,AADACL2 | arylacetamide deacetylase-like 2
K14376,PAP | poly(A) polymerase
K14379,ACP5 | tartrate-resistant acid phosphatase type 5
K14392,panF | sodium/pantothenate symporter
K14393,actP | cation/acetate symporter
K14401,"CPSF1, CFT1 | cleavage and polyadenylation specificity factor subunit 1"
K14402,"CPSF2, CFT2 | cleavage and polyadenylation specificity factor subunit 2"
K14403,"CPSF3, YSH1 | cleavage and polyadenylation specificity factor subunit 3"
K14407,"CSTF2, RNA15 | cleavage stimulation factor subunit 2"
K14408,"CSTF3, RNA14 | cleavage stimulation factor subunit 3"
K14414,rtcR | transcriptional regulatory protein RtcR
K14415,"RTCB, rtcB | tRNA-splicing ligase RtcB"
K14416,HBS1 | elongation factor 1 alpha-like protein
K14429,"SLC12A9, CCC6 | solute carrier family 12 (potassium/chloride transporters), member 9"
K14430,PHO87_91 | phosphate transporter
K14438,CHD9 | chromodomain-helicase-DNA-binding protein 9
K14440,"SMARCAL1, HARP | SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1"
K14441,rimO | ribosomal protein S12 methylthiotransferase
K14445,"SLC13A2_3_5 | solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5"
K14447,ecm | ethylmalonyl-CoA mutase
K14449,"mch, mcd | 2-methylfumaryl-CoA hydratase"
K14454,"GOT1 | aspartate aminotransferase, cytoplasmic"
K14457,"MOGAT2, MGAT2 | 2-acylglycerol O-acyltransferase 2"
K14470,mct | 2-methylfumaryl-CoA isomerase
K14475,ICP | inhibitor of cysteine peptidase
K14520,hapE | 4-hydroxyacetophenone monooxygenase
K14521,"NAT10, KRE33 | N-acetyltransferase 10"
K14524,POP6 | ribonuclease P/MRP protein subunit POP6
K14533,"RPM2 | ribonuclease P protein component, mitochondrial"
K14534,abfD | 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
K14536,RIA1 | ribosome assembly protein 1
K14537,"NUG2, GNL2 | nuclear GTP-binding protein"
K14538,"NUG1, GNL3 | nuclear GTP-binding protein"
K14539,LSG1 | large subunit GTPase 1
K14540,rbgA | ribosome biogenesis GTPase A
K14544,"UTP22, NOL6 | U3 small nucleolar RNA-associated protein 22"
K14546,"UTP5, WDR43 | U3 small nucleolar RNA-associated protein 5"
K14548,"UTP4, CIRH1A | U3 small nucleolar RNA-associated protein 4"
K14550,"UTP10, HEATR1 | U3 small nucleolar RNA-associated protein 10"
K14553,UTP18 | U3 small nucleolar RNA-associated protein 18
K14554,"UTP21, WDR36 | U3 small nucleolar RNA-associated protein 21"
K14555,"UTP13, TBL3 | U3 small nucleolar RNA-associated protein 13"
K14558,"PWP2, UTP1 | periodic tryptophan protein 2"
K14559,MPP10 | U3 small nucleolar RNA-associated protein MPP10
K14561,IMP4 | U3 small nucleolar ribonucleoprotein protein IMP4
K14563,"NOP1, FBL | rRNA 2'-O-methyltransferase fibrillarin"
K14564,NOP56 | nucleolar protein 56
K14565,NOP58 | nucleolar protein 58
K14567,UTP14 | U3 small nucleolar RNA-associated protein 14
K14569,BMS1 | ribosome biogenesis protein BMS1
K14571,"RIX7, NVL | ribosome biogenesis ATPase"
K14572,"MDN1, REA1 | midasin"
K14573,"NOP4, RBM28 | nucleolar protein 4"
K14574,"SDO1, SBDS | ribosome maturation protein SDO1"
K14575,"AFG2, DRG1, SPATA5 | AAA family ATPase"
K14587,sgcE | protein sgcE
K14588,cueO | blue copper oxidase
K14591,aroM | protein AroM
K14623,dinD | DNA-damage-inducible protein D
K14642,YND1 | golgi apyrase
K14645,K14645 | serine protease
K14647,vpr | minor extracellular serine protease Vpr
K14652,"ribBA | 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
K14653,arfB | 2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase
K14654,"RIB7, arfC | 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"
K14655,"RIB2, PUS8 | tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase"
K14656,ribL | FAD synthetase
K14663,NTA1 | protein N-terminal amidase
K14665,amhX | amidohydrolase
K14674,TGL4 | TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]
K14675,TGL3 | TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]
K14676,"NTE, NRE | lysophospholipid hydrolase"
K14681,argHA | argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]
K14682,argAB | amino-acid N-acetyltransferase
K14683,"SLC34A, NPT, nptA | solute carrier family 34 (sodium-dependent phosphate cotransporter)"
K14696,"SLC30A9, ZNT9 | solute carrier family 30 (zinc transporter), member 9"
K14701,"SLC26A2, DTD | solute carrier family 26 (sulfate anion transporter), member 2"
K14706,"SLC26A9 | solute carrier family 26 (sulfate anion transporter), member 9"
K14721,"RPC5, POLR3E | DNA-directed RNA polymerase III subunit RPC5"
K14724,"SLC9A8, NHE8 | solute carrier family 9 (sodium/hydrogen exchanger), member 8"
K14727,pcaL | 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]
K14729,FOX2 | multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]
K14731,"mlhB, chnC | epsilon-lactone hydrolase"
K14733,"limB | limonene 1,2-monooxygenase"
K14742,tsaB | tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
K14743,mycP | membrane-anchored mycosin MYCP
K14744,rzpD | prophage endopeptidase
K14761,ybcJ | ribosome-associated protein
K14762,yibL | ribosome-associated protein
K14763,NAF1 | H/ACA ribonucleoprotein complex non-core subunit NAF1
K14765,"NGDN, LCP5 | U3 small nucleolar ribonucleoprotein protein LCP5"
K14767,"UTP3, SAS10 | U3 small nucleolar RNA-associated protein 3"
K14768,"UTP7, WDR46 | U3 small nucleolar RNA-associated protein 7"
K14772,UTP20 | U3 small nucleolar RNA-associated protein 20
K14775,"UTP30, RSL1D1 | ribosome biogenesis protein UTP30"
K14776,"DDX10, DBP4 | ATP-dependent RNA helicase DDX10/DBP4"
K14777,"DDX47, RRP3 | ATP-dependent RNA helicase DDX47/RRP3"
K14779,"DDX52, ROK1 | ATP-dependent RNA helicase DDX52/ROK1"
K14782,"AATF, BFR2 | protein AATF/BFR2"
K14783,"CIC1, NSA3 | proteasome-interacting protein CIC1"
K14784,CMS1 | protein CMS1
K14785,"ESF2, ABT1 | ESF2/ABP1 family protein"
K14787,"MRD1, RBM19 | multiple RNA-binding domain-containing protein 1"
K14788,"NOL10, ENP2 | ribosome biogenesis protein ENP2"
K14790,NOP9 | nucleolar protein 9
K14791,PWP1 | periodic tryptophan protein 1
K14792,"RRP5, PDCD11 | rRNA biogenesis protein RRP5"
K14793,RRP9 | ribosomal RNA-processing protein 9
K14794,RRP12 | ribosomal RNA-processing protein 12
K14796,TMA23 | nucleolar protein TMA23
K14797,"ENP1, BYSL | essential nuclear protein 1"
K14798,LTV1 | protein LTV1
K14799,TSR1 | pre-rRNA-processing protein TSR1
K14802,"DRS2, ATP8A | phospholipid-transporting ATPase"
K14804,SLX9 | ribosome biogenesis protein SLX9
K14805,"DDX24, MAK5 | ATP-dependent RNA helicase DDX24/MAK5"
K14806,"DDX31, DBP7 | ATP-dependent RNA helicase DDX31/DBP7"
K14807,"DDX51, DBP6 | ATP-dependent RNA helicase DDX51/DBP6"
K14808,"DDX54, DBP10 | ATP-dependent RNA helicase DDX54/DBP10"
K14810,"DDX56, DBP9 | ATP-dependent RNA helicase DDX56/DBP9"
K14811,DBP3 | ATP-dependent RNA helicase DBP3
K14813,ARX1 | metalloprotease ARX1
K14818,SQT1 | ribosome assembly protein SQT1
K14819,"DUSP12, YVH1 | dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]"
K14822,CGR1 | rRNA-processing protein CGR1
K14824,"ERB1, BOP1 | ribosome biogenesis protein ERB1"
K14826,FPR3_4 | FK506-binding nuclear protein
K14830,"MAK11, PAK1IP1 | protein MAK11"
K14831,MAK16 | protein MAK16
K14832,"MAK21, NOC1, CEBPZ | ribosome biogenesis protein MAK21"
K14833,NOC2 | nucleolar complex protein 2
K14837,NOP12 | nucleolar protein 12
K14839,NOP16 | nucleolar protein 16
K14841,"NSA1, WDR74 | ribosome biogenesis protein NSA1"
K14842,NSA2 | ribosome biogenesis protein NSA2
K14845,"RAI1, DOM3Z | RAT1-interacting protein"
K14846,RPF1 | ribosome production factor 1
K14847,RPF2 | ribosome production factor 2
K14848,"RRB1, GRWD1 | ribosome assembly protein RRB1"
K14850,RRP8 | ribosomal RNA-processing protein 8
K14851,"RRP17, NOL12 | ribosomal RNA-processing protein 17"
K14855,"RSA4, NLE1 | ribosome assembly protein 4"
K14856,"SDA1, SDAD1 | protein SDA1"
K14857,"SPB1, FTSJ3 | AdoMet-dependent rRNA methyltransferase SPB1"
K14861,URB1 | nucleolar pre-ribosomal-associated protein 1
K14862,URB2 | nucleolar pre-ribosomal-associated protein 2
K14863,"YTM1, WDR12 | ribosome biogenesis protein YTM1"
K14940,cofF | gamma-F420-2:alpha-L-glutamate ligase
K14941,cofC | 2-phospho-L-lactate guanylyltransferase
K14947,ESRP1_2 | epithelial splicing regulatory protein 1/2
K14949,pknG | serine/threonine-protein kinase PknG
K14950,"ATP13A1, SPF1 | manganese-transporting P-type ATPase"
K14953,lpqH | ipoprotein LpqH
K14954,lprG | lipoprotein LprG
K14967,"BRE2, CPS60 | COMPASS component BRE2"
K14977,"ylbA, UGHY | (S)-ureidoglycine aminohydrolase"
K14981,"chvI | two-component system, OmpR family, response regulator ChvI"
K14982,"ciaH | two-component system, OmpR family, sensor histidine kinase CiaH"
K14983,"ciaR | two-component system, OmpR family, response regulator CiaR"
K14988,"salK | two-component system, NarL family, secretion system sensor histidine kinase SalK"
K14989,"salR | two-component system, NarL family, secretion system response regulator SalR"
K14994,"SLC38A7_8 | solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 7/8"
K14998,"SURF1, SHY1 | surfeit locus 1 family protein"
K15016,K15016 | enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]
K15022,fdhB | formate dehydrogenase (NADP+) beta subunit
K15023,acsE | 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase
K15024,K15024 | putative phosphotransacetylase
K15026,EIF2A | translation initiation factor 2A
K15034,yaeJ | ribosome-associated protein
K15045,RSAD2 | radical S-adenosyl methionine domain-containing protein 2
K15050,"EXOG | nuclease EXOG, mitochondrial"
K15051,endA | DNA-entry nuclease
K15053,CHMP7 | charged multivesicular body protein 7
K15067,amnD | 2-aminomuconate deaminase
K15075,"MET18, MMS19 | DNA repair/transcription protein MET18/MMS19"
K15076,"TCEB3, ELOA | transcription elongation factor B, polypeptide 3"
K15082,RAD7 | DNA repair protein RAD7
K15083,RAD16 | DNA repair protein RAD16
K15084,"SLC25A16, GDA, LEU5 | solute carrier family 25 (mitochondrial carrier protein), member 16"
K15100,"SLC25A1, CTP | solute carrier family 25 (mitochondrial citrate transporter), member 1"
K15102,"SLC25A3, PHC, PIC | solute carrier family 25 (mitochondrial phosphate transporter), member 3"
K15104,"SLC25A11, OGC | solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11"
K15109,"SLC25A20_29, CACT, CACL, CRC1 | solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29"
K15113,"SLC25A28_37, MFRN | solute carrier family 25 (mitochondrial iron transporter), member 28/37"
K15114,ORT1 | mitochondrial ornithine carrier protein
K15115,"SLC25A32, MFT | solute carrier family 25 (mitochondrial folate transporter), member 32"
K15116,"SLC25A33_36, RIM2 | solute carrier family 25, member 33/36"
K15125,fhaB | filamentous hemagglutinin
K15130,"MED8 | mediator of RNA polymerase II transcription subunit 8, fungi type"
K15134,"SRB4, MED17 | mediator of RNA polymerase II transcription subunit 17, fungi type"
K15138,"ROX3, MED19 | mediator of RNA polymerase II transcription subunit 19, fungi type"
K15145,"MED1 | mediator of RNA polymerase II transcription subunit 1, fungi type"
K15148,MED7 | mediator of RNA polymerase II transcription subunit 7
