KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K15085,"SLC25A42 | solute carrier family 25, member 42"
K15105,"SLC25A12_13, AGC | solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13"
K15109,"SLC25A20_29, CACT, CACL, CRC1 | solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29"
K15125,fhaB | filamentous hemagglutinin
K15128,MED6 | mediator of RNA polymerase II transcription subunit 6
K15139,MED22 | mediator of RNA polymerase II transcription subunit 22
K15151,"MED10, NUT2 | mediator of RNA polymerase II transcription subunit 10"
K15162,MED12 | mediator of RNA polymerase II transcription subunit 12
K15176,CTR9 | RNA polymerase-associated protein CTR9
K15193,"SPTY2D1, SPT2 | protein SPT2"
K15196,"BRF1, GTF3B | transcription factor IIIB 90 kDa subunit"
K15200,GTF3C2 | general transcription factor 3C polypeptide 2
K15215,TAF1D | TATA box-binding protein-associated factor RNA polymerase I subunit D
K15225,TTF1 | transcription termination factor 1
K15228,mauA | methylamine dehydrogenase light chain
K15229,mauB | methylamine dehydrogenase heavy chain
K15230,aclA | ATP-citrate lyase alpha-subunit
K15231,aclB | ATP-citrate lyase beta-subunit
K15256,cmoA | tRNA (cmo5U34)-methyltransferase
K15257,cmoB | tRNA (mo5U34)-methyltransferase
K15268,eamA | O-acetylserine/cysteine efflux transporter
K15269,pecM | probable blue pigment (indigoidine) exporter
K15270,sam | S-adenosylmethionine uptake transporter
K15291,"RIMS1, RIM1 | regulating synaptic membrane exocytosis protein 1"
K15297,"RIMS2, RIM2 | regulating synaptic membrane exocytosis protein 2"
K15298,"RIMS3, RIM3 | regulating synaptic membrane exocytosis protein 3"
K15303,AKR7 | aflatoxin B1 aldehyde reductase
K15305,"VAC14, TAX1BP2 | vacuole morphology and inheritance protein 14"
K15311,pksG | polyketide biosynthesis 3-hydroxy-3-methylglutaryl-CoA synthase-like enzyme PksG
K15312,pksH | polyketide biosynthesis enoyl-CoA hydratase PksH
K15313,pksI | polyketide biosynthesis enoyl-CoA hydratase PksI
K15314,"sgcE, mdpE, ncsE, kedE, calE8, pksE | enediyne polyketide synthase"
K15315,"sgcE10, mdpE10, ncsE10, kedE10, calE7, pksE10 | enediyne core biosynthesis thioesterase"
K15328,pksD | bacillaene synthase trans-acting acyltransferase
K15329,"pksE | trans-AT polyketide synthase, acyltransferase and oxidoreductase domains"
K15342,cas1 | CRISP-associated protein Cas1
K15356,"VRG4, GONST1 | GDP-mannose transporter"
K15357,nicD | N-formylmaleamate deformylase
K15358,ena | enamidase
K15371,GDH2 | glutamate dehydrogenase
K15372,toa | taurine---2-oxoglutarate transaminase
K15373,isfD | sulfoacetaldehyde reductase
K15383,K15383 | MtN3 and saliva related transmembrane protein
K15396,trmJ | tRNA (cytidine32/uridine32-2'-O)-methyltransferase
K15408,coxAC | cytochrome c oxidase subunit I+III
K15429,"TRM5, TRMT5 | tRNA (guanine37-N1)-methyltransferase"
K15436,"TRPO3, MTR10 | transportin-3"
K15447,"TRM44, METTL19 | tRNASer (uridine44-2'-O)-methyltransferase"
K15449,TYW1 | tRNA wybutosine-synthesizing protein 1
K15460,"yfiC, trmX | tRNA1Val (adenine37-N6)-methyltransferase"
K15461,mnmC | tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]
K15468,pksS | cytochrome P450 PksS
K15495,wtpA | molybdate/tungstate transport system substrate-binding protein
K15496,wtpB | molybdate/tungstate transport system permease protein
K15509,hpsN | sulfopropanediol 3-dehydrogenase
K15510,fgd1 | coenzyme F420-dependent glucose-6-phosphate dehydrogenase
K15511,"boxA | benzoyl-CoA 2,3-epoxidase subunit A"
K15512,"boxB | benzoyl-CoA 2,3-epoxidase subunit B"
K15513,boxC | benzoyl-CoA-dihydrodiol lyase
K15515,sauS | sulfoacetaldehyde dehydrogenase
K15518,dgk | deoxyguanosine kinase
K15519,dck | deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]
K15520,mshD | mycothiol synthase
K15521,mshA | D-inositol-3-phosphate glycosyltransferase
K15524,mngB | mannosylglycerate hydrolase
K15525,mshB | N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase
K15526,mshC | L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
K15527,K15527 | cysteate synthase
K15531,rexA | oligosaccharide reducing-end xylanase
K15532,"yteR, yesR | unsaturated rhamnogalacturonyl hydrolase"
K15533,"K15533 | 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase"
K15536,cybC | soluble cytochrome b562
K15538,"MANEA | glycoprotein endo-alpha-1,2-mannosidase"
K15539,rodZ | cytoskeleton protein RodZ
K15540,ecpD | chaperone protein EcpD
K15544,SSU72 | RNA polymerase II subunit A C-terminal domain phosphatase SSU72
K15545,mlc | transcriptional regulator of PTS gene
K15546,"boxR, bzdR | XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator"
K15547,mdtO | multidrug resistance protein MdtO
K15549,"mdtN | membrane fusion protein, multidrug efflux system"
K15551,tauA | taurine transport system substrate-binding protein
K15552,tauC | taurine transport system permease protein
K15553,ssuA | sulfonate transport system substrate-binding protein
K15554,ssuC | sulfonate transport system permease protein
K15555,ssuB | sulfonate transport system ATP-binding protein
K15576,"nrtA, nasF, cynA | nitrate/nitrite transport system substrate-binding protein"
K15577,"nrtB, nasE, cynB | nitrate/nitrite transport system permease protein"
K15578,"nrtC, nasD | nitrate/nitrite transport system ATP-binding protein"
K15580,"oppA, mppA | oligopeptide transport system substrate-binding protein"
K15581,oppB | oligopeptide transport system permease protein
K15582,oppC | oligopeptide transport system permease protein
K15583,oppD | oligopeptide transport system ATP-binding protein
K15584,nikA | nickel transport system substrate-binding protein
K15585,nikB | nickel transport system permease protein
K15586,nikC | nickel transport system permease protein
K15587,nikD | nickel transport system ATP-binding protein
K15598,thiY | putative hydroxymethylpyrimidine transport system substrate-binding protein
K15599,thiX | putative hydroxymethylpyrimidine transport system permease protein
K15600,thiZ | putative hydroxymethylpyrimidine transport system ATP-binding protein
K15616,EYA1 | eyes absent homolog 1
K15629,CYP152A | fatty-acid peroxygenase
K15632,cfr | 23S rRNA (adenine-C8)-methyltransferase
K15633,"gpmI | 2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
K15634,gpmB | probable phosphoglycerate mutase
K15635,"apgM | 2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
K15640,"K15640, phoE | uncharacterized phosphatase"
K15642,mxaD | myxalamid-type polyketide synthase MxaD
K15650,"cmaB | non-haem Fe2+, alpha-ketoglutarate-dependent halogenase"
K15652,asbF | 3-dehydroshikimate dehydratase
K15653,mxcG | nonribosomal peptide synthetase MxcG
K15654,"srfAA, lchAA | surfactin family lipopeptide synthetase A"
K15657,"srfATE, srfAD, lchAD | external thioesterase TEII"
K15664,"K15664, ppsA, fenC | fengycin family lipopeptide synthetase A"
K15667,"K15667, ppsD, fenA | fengycin family lipopeptide synthetase D"
K15669,hddC | D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
K15675,"rhiB | rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB"
K15678,"rhiE | rhizoxin biosynthesis, polyketide synthase RhiE"
K15686,"MEX3, RKHD | RNA-binding protein MEX3"
K15709,RNF187 | E3 ubiquitin-protein ligase RNF187
K15713,"UHRF2, NIRF | E3 ubiquitin-protein ligase UHRF2"
K15721,fyuA | pesticin/yersiniabactin receptor
K15724,erpA | iron-sulfur cluster insertion protein
K15725,"czcC | outer membrane protein, cobalt-zinc-cadmium efflux system"
K15726,czcA | cobalt-zinc-cadmium resistance protein CzcA
K15727,"czcB | membrane fusion protein, cobalt-zinc-cadmium efflux system"
K15728,LPIN | phosphatidate phosphatase LPIN
K15731,CTDSP | carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase
K15733,E1.11.1.19 | dye decolorizing peroxidase
K15734,SDR16C5 | all-trans-retinol dehydrogenase (NAD+)
K15735,"csiR | GntR family transcriptional regulator, carbon starvation induced regulator"
K15736,lhgO | L-2-hydroxyglutarate oxidase
K15737,csiD | protein CsiD
K15738,uup | ABC transport systemATP-binding/permease protein
K15740,mptN | tetrahydromethanopterin:alpha-L-glutamate ligase
K15746,crtZ | beta-carotene 3-hydroxylase
K15770,"cycB, ganO | arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
K15771,ganP | arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K15772,ganQ | arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K15773,hipB | HTH-type transcriptional regulator / antitoxin HipB
K15777,"DOPA | 4,5-DOPA dioxygenase extradiol"
K15778,pmm-pgm | phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K15780,tilS-hprT | bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]
K15782,"doeX | Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes"
K15783,doeA | ectoine hydrolase
K15784,"doeB | N2-acetyl-L-2,4-diaminobutanoate deacetylase"
K15785,"doeD | L-2,4-diaminobutyrate transaminase"
K15786,doeC | aspartate-semialdehyde dehydrogenase
K15790,nifQ | nitrogen fixation protein NifQ
K15792,murEF | murE/murF fusion protein [EC:6.3.2.13 6.3.2.10]
K15830,hycE | formate hydrogenlyase subunit 5
K15835,"murR | RpiR family transcriptional regulator, murPQ operon repressor"
K15836,fhlA | formate hydrogenlyase transcriptional activator
K15852,"luxR, vanR | LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon"
K15855,"csxA | exo-1,4-beta-D-glucosaminidase"
K15856,rmd | GDP-4-dehydro-6-deoxy-D-mannose reductase
K15862,ccoNO | cytochrome c oxidase cbb3-type subunit I/II
K15864,nirS | nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]
K15866,"paaG | 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"
K15867,ARC | activity-regulated cytoskeleton-associated protein
K15868,baiB | bile acid-coenzyme A ligase
K15876,nrfH | cytochrome c nitrite reductase small subunit
K15879,narC | cytochrome b-561
K15888,"uppS, cpdS | tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific]"
K15894,"pseB | UDP-N-acetylglucosamine 4,6-dehydratase"
K15895,"pseC | UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase"
K15896,"pseH | UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase"
K15897,"pseG | UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
K15898,"pseI, neuB3 | pseudaminic acid synthase"
K15899,pseF | pseudaminic acid cytidylyltransferase
K15904,kae1-bud32 | bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
K15910,pglE | UDP-N-acetylbacillosamine transaminase
K15912,"pglF | UDP-N-acetyl-D-glucosamine 4,6-dehydratase"
K15913,pglD | UDP-N-acetylbacillosamine N-acetyltransferase
K15914,"pglA | N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase"
K15915,"pglC | undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase"
K15916,pgi-pmi | glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]
K15918,GLYK | D-glycerate 3-kinase
K15921,xynD | arabinoxylan arabinofuranohydrolase
K15922,yihQ | sulfoquinovosidase
K15923,"AXY8, FUC95A, afcA | alpha-L-fucosidase 2"
K15924,"xynC | glucuronoarabinoxylan endo-1,4-beta-xylanase"
K15973,"mhqR | MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor"
K15974,"emrR, mprA | MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"
K15975,K15975 | glyoxalase family protein
K15977,K15977 | putative oxidoreductase
K15981,CYP125A | cholest-4-en-3-one 26-monooxygenase
K15982,kshA | 3-ketosteroid 9alpha-monooxygenase subunit A
K15983,kshB | 3-ketosteroid 9alpha-monooxygenase subunit B
K15984,rsmJ | 16S rRNA (guanine1516-N2)-methyltransferase
K15986,ppaC | manganese-dependent inorganic pyrophosphatase
K15987,hppA | K(+)-stimulated pyrophosphate-energized sodium pump
K16011,"algA, xanB, rfbA, wbpW, pslB | mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
K16012,"cydC | ATP-binding cassette, subfamily C, bacterial CydC"
K16013,"cydD | ATP-binding cassette, subfamily C, bacterial CydD"
K16014,"cydCD | ATP-binding cassette, subfamily C, bacterial CydCD"
K16017,"rifM, asm45 | AHBA synthesis associated protein"
K16033,asm12 | FADH2-dependent halogenase
K16044,iolW | scyllo-inositol 2-dehydrogenase (NADP+)
K16047,"hsaA | 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase"
K16048,"hsaB | 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component"
K16050,"hsaD | 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase"
K16051,tesI | 3-oxo-5alpha-steroid 4-dehydrogenase
K16052,"ynaI, mscMJ | MscS family membrane protein"
K16053,"ybdG, mscM | miniconductance mechanosensitive channel"
K16055,TPS | trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
K16066,ydfG | 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]
K16073,"ALR, MNR | magnesium transporter"
K16074,zntB | zinc transporter
K16076,"nmpC, ompD | outer membrane porin protein LC"
K16077,scrY | sucrose porin
K16079,omp31 | outer membrane immunogenic protein
K16081,algE | alginate production protein
K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR | hemoglobin/transferrin/lactoferrin receptor protein"
K16088,"TC.FEV.OM1, fhuE, fpvA, fptA | outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid"
K16089,"TC.FEV.OM2, cirA, cfrA, hmuR | outer membrane receptor for ferrienterochelin and colicins"
K16090,fiu | catecholate siderophore receptor
K16091,fecA | Fe(3+) dicitrate transport protein
K16092,btuB | vitamin B12 transporter
K16135,"dmlR | LysR family transcriptional regulator, transcriptional activator for dmlA"
K16137,"nemR | TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
K16139,"uidB, gusB | glucuronide carrier protein"
K16140,"uidC, gusC | putative glucuronide porin"
K16146,pep2 | maltokinase
K16147,glgE | starch synthase (maltosyl-transferring)
K16148,glgM | alpha-maltose-1-phosphate synthase
K16149,"K16149 | 1,4-alpha-glucan branching enzyme"
K16152,hasR | heme acquisition protein HasR
K16153,K16153 | glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]
K16163,K16163 | maleylpyruvate isomerase
K16164,K16164 | acylpyruvate hydrolase
K16165,nagK | fumarylpyruvate hydrolase
K16167,"bpsA, srsA, pks11, pks10 | alkylresorcinol/alkylpyrone synthase"
K16169,pbuX | xanthine permease
K16171,faaH | fumarylacetoacetate (FAA) hydrolase
K16176,mtmB | methylamine---corrinoid protein Co-methyltransferase
K16177,mtmC | monomethylamine corrinoid protein
K16178,mtbB | dimethylamine---corrinoid protein Co-methyltransferase
K16179,mtbC | dimethylamine corrinoid protein
K16180,pylB | methylornithine synthase
K16181,pylC | pyrrolysine biosynthesis protein PylC
K16182,pylD | pyrrolysine biosynthesis protein PylD
K16183,"K16183, ramA | methylamine methyltransferase corrinoid activation protein"
K16188,ytpB | tetraprenyl-beta-curcumene synthase
K16196,EIF2AK4 | eukaryotic translation initiation factor 2-alpha kinase 4
K16199,dppE | dipeptide transport system substrate-binding protein
K16200,dppB1 | dipeptide transport system permease protein
K16201,dppC | dipeptide transport system permease protein
K16202,dppD | dipeptide transport system ATP-binding protein
K16203,dppA1 | D-amino peptidase
K16209,"lacS, galP, rafP | lactose/raffinose/galactose permease"
K16210,"togT, rhiT | oligogalacturonide transporter"
K16211,"malY, malT | maltose/moltooligosaccharide transporter"
K16212,mgp | 4-O-beta-D-mannosyl-D-glucose phosphorylase
K16213,"cbe, mbe | cellobiose epimerase"
K16214,pezT | UDP-N-acetylglucosamine kinase
K16216,yueD | benzil reductase ((S)-benzoin forming)
K16234,hutT | histidine transporter
K16235,mmuP | S-methylmethionine transporter
K16237,aroP | aromatic amino acid permease
K16238,"eat, eutP | ethanolamine permease"
K16242,"dmpN, poxD | phenol hydroxylase P3 protein"
K16243,"dmpL, poxC | Phenol hydroxylase P1 protein"
K16244,"dmpM, poxB | phenol hydroxylase P2 protein"
K16245,"dmpO, poxE | phenol hydroxylase P4 protein"
K16246,"dmpP, poxF | phenol hydroxylase P5 protein"
K16248,"gutA, gutP | probable glucitol transport protein GutA"
K16249,"dmpK, poxA | phenol hydroxylase P0 protein"
K16255,mxaG | cytochrome c-L
K16256,mxaA | mxaA protein
K16257,mxaC | mxaC protein
K16258,mxaK | mxaK protein
K16259,mxaL | mxaL protein
K16261,YAT | yeast amino acid transporter
K16263,yjeH | amino acid efflux transporter
K16264,"czcD, zitB | cobalt-zinc-cadmium efflux system protein"
K16267,zipB | zinc and cadmium transporter
K16291,"erfK | L,D-transpeptidase ErfK/SrfK"
K16293,psrB | polysulfide reductase chain B
K16294,psrC | polysulfide reductase chain C
K16299,"eexD | ATP-binding cassette, subfamily C, bacterial EexD"
K16300,"eexE | membrane fusion protein, epimerase transport system"
K16301,efeB | deferrochelatase/peroxidase EfeB
K16302,CNNM | metal transporter CNNM
K16305,K16305 | fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
K16306,"K16306 | fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
K16317,trmY | tRNA (pseudouridine54-N1)-methyltransferase
K16319,"andAc | anthranilate 1,2-dioxygenase large subunit"
K16320,"andAd | anthranilate 1,2-dioxygenase small subunit"
K16321,gntP | high-affinity gluconate transporter
K16322,pit | low-affinity inorganic phosphate transporter
K16323,"yxjA, nupG | purine nucleoside transport protein"
K16326,"yeiL | CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"
K16328,psuK | pseudouridine kinase
K16329,psuG | pseudouridylate synthase
K16331,"ylnA, cysP | sulfate permease"
K16332,RBL2 | retinoblastoma-like protein 2
K16345,xanP | xanthine permease XanP
K16357,"LRFN4, SALM3 | leucine-rich repeat and fibronectin type-III domain-containing protein 4"
K16363,lpxC-fabZ | UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K16370,pfkB | 6-phosphofructokinase 2
K16371,"gatZ-kbaZ | D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ"
K16385,"amphI, nysI | polyene macrolide polyketide synthase, KS-AT-KR-ACP domains"
K16422,"hmo, nocN | 4-hydroxymandelate oxidase"
K16435,"evaA, eryBVI, tylCVI, tylX3, staJ | dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase"
K16438,"evaD, eryBVII, aveBV, megDIV, staE | 5-epimerase"
K16463,CEP170 | centrosomal protein CEP170
K16476,NIN | ninein
K16478,NPHP4 | nephrocystin-4
K16481,PCNT | pericentrin
K16487,"SAS-6, SASS6 | spindle assembly abnormal protein 6"
K16493,PCDHA | protocadherin alpha
K16494,PCDHB | protocadherin beta
K16497,PCDHGC | protocadherin gamma subfamily C
K16498,PCDHD1 | protocadherin delta 1
K16499,PCDHD2 | protocadherin delta 2
K16506,FAT1_2_3 | protocadherin Fat 1/2/3
K16507,"DCHS1_2, PCDH16_23 | protocadherin-16/23"
K16509,spxA | regulatory protein spx
K16511,mecA1_2 | adapter protein MecA 1/2
K16512,RPGRIP1 | X-linked retinitis pigmentosa GTPase regulator-interacting protein 1
K16514,galD | 4-oxalomesaconate tautomerase
K16515,galB | 4-oxalomesaconate hydratase
K16518,"AKAP1 | A-kinase anchor protein 1, mitochondrial"
K16532,CEP72 | centrosomal protein CEP72
K16537,PCM1 | pericentriolar material 1 protein
K16538,"PIBF1, CEP90 | progesterone-induced-blocking factor 1"
K16542,CDK5RAP2 | CDK5 regulatory subunit-associated protein 2
K16547,NEDD1 | protein NEDD1
K16550,RPGRIP1L | protein fantom
K16554,"exoP, vpsO | polysaccharide biosynthesis transport protein"
K16555,exoO | succinoglycan biosynthesis protein ExoO
K16556,exoM | succinoglycan biosynthesis protein ExoM
K16557,exoA | succinoglycan biosynthesis protein ExoA
K16558,exoL | succinoglycan biosynthesis protein ExoL
K16566,exoY | exopolysaccharide production protein ExoY
K16578,CLASP1_2 | CLIP-associating protein 1/2
K16582,TTLL6_13 | tubulin polyglutamylase TTLL6/13
K16647,aftC | arabinofuranan 3-O-arabinosyltransferase
K16648,aftD | arabinofuranan 3-O-arabinosyltransferase
K16649,"glft1 | rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase"
K16650,"glft2 | galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase"
K16651,pduX | L-threonine kinase
K16652,dprE2 | decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase
K16653,dprE1 | decaprenylphospho-beta-D-ribofuranose 2-oxidase
K16669,FAT4 | protocadherin Fat 4
K16685,WWC1 | protein KIBRA
K16692,etk-wzc | tyrosine-protein kinase Etk/Wzc
K16693,wzxE | enterobacterial common antigen flippase
K16694,tuaB | teichuronic acid exporter
K16698,tuaG | teichuronic acid biosynthesis glycosyltransferase TuaG
K16704,"rffC, wecD | dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"
K16705,tuaE | teichuronic acid biosynthesis protein TuaE
K16710,"wcaK, amsJ | colanic acid/amylovoran biosynthesis protein"
K16733,"RACGAP1, Tum | Rac GTPase-activating protein 1"
K16754,CCDC41 | coiled-coil domain-containing protein 41
K16761,CEP44 | centrosomal protein CEP44
K16768,CEP350 | centrosomal protein CEP350
K16770,CNTRL | centriolin
K16783,bioN | biotin transport system permease protein
K16784,bioM | biotin transport system ATP-binding protein
K16785,ecfT | energy-coupling factor transport system permease protein
K16786,ecfA1 | energy-coupling factor transport system ATP-binding protein
K16787,ecfA2 | energy-coupling factor transport system ATP-binding protein
K16788,niaX | niacin transporter
K16789,thiT | thiamine transporter
K16792,aksD | methanogen homoaconitase large subunit
K16793,aksE | methanogen homoaconitase small subunit
K16830,AURKAIP1 | aurora kinase A-interacting protein
K16839,hpxO | FAD-dependent urate hydroxylase
K16840,hpxQ | 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
K16841,hpxA | allantoin racemase
K16842,hpxB | allantoinase
K16843,slcC | (S)-sulfolactate dehydrogenase
K16844,comC | (2R)-3-sulfolactate dehydrogenase (NADP+)
K16845,suyA | (2R)-sulfolactate sulfo-lyase subunit alpha
K16846,suyB | (2R)-sulfolactate sulfo-lyase subunit beta
K16849,uxaA1 | altronate dehydratase small subunit
K16850,uxaA2 | altronate dehydratase large subunit
K16856,ugl | ureidoglycolate lyase
K16862,PLD6 | mitochondrial cardiolipin hydrolase
K16868,tehB | tellurite methyltransferase
K16869,lipL | octanoyl-[GcvH]:protein N-octanoyltransferase
K16870,wbbL | N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
K16871,POP2 | 4-aminobutyrate---pyruvate transaminase
K16872,E2.3.1.207 | beta-ketodecanoyl-[acyl-carrier-protein] synthase
K16873,hmfH | 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]
K16874,"hmfF | 2,5-furandicarboxylate decarboxylase 1"
K16881,K16881 | mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]
K16885,"qmoA | quinone-modifying oxidoreductase, subunit QmoA"
K16886,"qmoB | quinone-modifying oxidoreductase, subunit QmoB"
K16887,"qmoC | quinone-modifying oxidoreductase, subunit QmoC"
K16897,TPCN3 | two pore calcium channel protein 3
K16898,addA | ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K16899,addB | ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
K16905,K16905 | fluoroquinolone transport system permease protein
K16906,K16906 | fluoroquinolone transport system permease protein
K16907,K16907 | fluoroquinolone transport system ATP-binding protein
K16910,PTPRQ | receptor-type tyrosine-protein phosphatase Q
K16915,cbiL | nickel transport protein
K16916,yydJ | putative peptide transport system permease protein
K16917,yydI | putative peptide transport system ATP-binding protein
K16922,yydH | putative peptide zinc metalloprotease protein
K16923,qrtT | energy-coupling factor transport system substrate-specific component
K16924,mtsT | energy-coupling factor transport system substrate-specific component
K16925,ykoE | energy-coupling factor transport system substrate-specific component
K16926,htsT | energy-coupling factor transport system substrate-specific component
K16927,cbrT | energy-coupling factor transport system substrate-specific component
K16928,mtaT | energy-coupling factor transport system substrate-specific component
K16929,K16929 | energy-coupling factor transport system substrate-specific component
K16936,doxA | thiosulfate dehydrogenase [quinone] small subunit
K16937,doxD | thiosulfate dehydrogenase [quinone] large subunit
K16950,asrA | anaerobic sulfite reductase subunit A
K16951,asrB | anaerobic sulfite reductase subunit B
K16954,mtsA | methylthiol:coenzyme M methyltransferase
K16955,mtsB | methylated-thiol--corrinoid protein
K16957,tcyK | L-cystine transport system substrate-binding protein
K16958,tcyL | L-cystine transport system permease protein
K16959,tcyM | L-cystine transport system permease protein
K16960,tcyN | L-cystine transport system ATP-binding protein
K16961,yxeM | putative amino-acid transport system substrate-binding protein
K16962,yxeN | putative amino-acid transport system permease protein
K16963,yxeO | putative amino-acid transport system ATP-binding protein
K17053,ABP140 | tRNAThr (cytosine32-N3)-methyltransferase
K17073,lysX1 | putative lysine transport system substrate-binding protein
K17074,lysX2 | putative lysine transport system permease protein
K17076,"K17076, lysY | putative lysine transport system ATP-binding protein"
K17086,TM9SF2_4 | transmembrane 9 superfamily member 2/4
K17103,"CHO1, pssA | CDP-diacylglycerol---serine O-phosphatidyltransferase"
K17104,E2.5.1.41 | phosphoglycerol geranylgeranyltransferase
K17105,E2.5.1.42 | geranylgeranylglycerol-phosphate geranylgeranyltransferase
K17195,alsE | D-allulose-6-phosphate 3-epimerase
K17199,"RASEF, RAB45 | Ras and EF-hand domain-containing protein"
K17202,"K17202, eryG | erythritol transport system substrate-binding protein"
K17203,"K17203, eryF | erythritol transport system permease protein"
K17204,eryE | erythritol transport system ATP-binding protein
K17205,xltC | putative xylitol transport system substrate-binding protein
K17206,xltB | putative xylitol transport system permease protein
K17207,xltA | putative xylitol transport system ATP-binding protein
K17208,"K17208, ibpA | inositol transport system substrate-binding protein"
K17209,iatP | inositol transport system permease protein
K17210,iatA | inositol transport system ATP-binding protein
K17213,K17213 | inositol transport system substrate-binding protein
K17214,K17214 | inositol transport system permease protein
K17215,K17215 | inositol transport system ATP-binding protein
K17216,mccA | cystathionine beta-synthase (O-acetyl-L-serine)
K17217,mccB | cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]
K17218,sqr | sulfide:quinone oxidoreductase
K17222,soxA | sulfur-oxidizing protein SoxA
K17223,soxX | sulfur-oxidizing protein SoxX
K17224,soxB | sulfur-oxidizing protein SoxB
